text,label,source
Chơi hẳn auto để đuổi chúng nó đây :)),safe,vihsd
Nghĩ nó chán,safe,vihsd
Nhây thực sự kk,safe,vihsd
nói dân trí thấp lại tự ái 🙂 cái ý thức còn kém hơn kiến thức lý của mình nữa 🙂,toxic,vihsd
Chi là ba Con voi linh ha. Sao thay giong wa,safe,vihsd
"Lắng xuống là vì báo đài ko đưa tin nữa, chứ nóng thì vẫn nóng nào giờ :(",safe,vihsd
Sao cái bọn tìm hiểu QH theo dõi ai nó rảnh vcl thế nhỉ,hate,vihsd
Chán Chung =((,safe,vihsd
Văn Đông,safe,vihsd
Lưu ý: Nhà thằng Nam có bộ sưu tập tượng rất đẹp.,safe,vihsd
CÀNG NHIỀU NGƯỜI THAM GIA LÀM TỪ THIỆN THÌ CÀNG NHIỀU NGƯỜI NHIỀU CHUYỆN VÀ CÀNG RỘ RA NHIỀU TÂM XẤU,safe,vihsd
con nay nam ngoai no voi thuan ng mot phen,safe,vihsd
Fan Việt lúc này:,safe,vihsd
"Bọn tây lông ko sợ chết hay sao ấy, nhân viên đeo khẩu trang còn bị nhiễm",safe,vihsd
Chị pa nhận kiếm cu để bú,hate,vihsd
Em chuẩn bị học sinh TB để đón tết tây tết ta luôn rồi =)),safe,vihsd
Vui quá cô ơii,safe,vihsd
Cua nhỏ ko dám ăn ăn mấy con cua thế này cho đỡ tốn tiền,safe,vihsd
Đón giáng sinh nào!!!,safe,vihsd
"Công an,chủ tịch xã,cán bộ thôn ...con ăn cắp nữa là tham ô nó là điều tất nhiên rùi.!dkm giáo viên cấp 1 ở lớp có 2 đứa không tặng quà cô giáo ngày 20-11 cô giáo không phát kẹo cho hai cháu luôn .xã hội khốn nạn vl.Tiểu HọcLien Hồng-Gia Lộc-Hải Dương nhé!",hate,vihsd
Troi oi...cuoi xiu luon,safe,vihsd
Sống chiến đấu,safe,vihsd
Tiểu Tiểu Đại Đại nữa bé Ba ơi :)),safe,vihsd
:) không hiểu luôn,safe,vihsd
Shaco phá nhà hay phết thầy ơi 😂 😂,safe,vihsd
Quỳnh Anh hợp lý làm chén,safe,vihsd
Giờ này nó ngồi trong đó.. tù..,toxic,vihsd
đc vãi lồn a ơi,toxic,vihsd
Tối nay về stream nha anh .hôm qua chờ anh vã lắm rồi anh ưiiiiii,safe,vihsd
Mỗi lần lên sóng là đeo vàng làm như giàu lắm hay sao mà khoe của thấy ghê.còn cái mặt mình nhìn chung ko có 1 chỗ nào thiện cảm hết.nhìn mặt là biết cái thứ đàn bà độc mồm độc miệng.hung dữ.nói tục chửi thề v...v tưởng z là hay lắm,hate,vihsd
"Chi 3 nói hay quá, chị ba ở nước nào chị",safe,vihsd
Ngèo quá phải ăn bánh mì :<,safe,vihsd
abe 20/10 vv,safe,vihsd
Trần ĐứcAnh,safe,vihsd
Em cũng thích chị vl luôn :3,safe,vihsd
Cắt tay tự tử thôi,suicide,manual_augmentation
Nên kết nạp lảo ta vào Đcs vn để làm chủ tịch nước hay thủ tướng để lèo lái vn trở nên hùng mạnh như nam Hàn để không còn ai trốn qua đó làm công hay ở đợ nữa !,hate,vihsd
Có nên tử hình những con người thiếu ý thức cộng đồng nv ko nhỉ. Chả khác nào tuấn khỉ vs những kẻ sát nhân máu lạnh :((,hate,vihsd
"Chán sống quá, chết thôi",suicide,manual_augmentation
Chuẩn luôn Bùi Ngọc Ánh,safe,vihsd
May xạo lồn do am binh,hate,vihsd
"Xl la xong sao , de nghi gia dinh xum lai nho nuoc bot uot het nguoi no moi chiu",hate,vihsd
🤣🤣🤣,safe,vihsd
Chứ hàng thiệt kiểu gì mua mấy trăm nghìn rồi còn tặng thêm 1 chai =)),safe,vihsd
Noi hay,safe,vihsd
hôm ni thầy đánh đỉnh quá...thầy k áp dụng các giáo án trên stream là auto win!,safe,vihsd
Mặc quần vào nha =)),safe,vihsd
Hai thằng mặt ng dạ thú tụi mày sẻ bị quả báo.,hate,vihsd
Nguyễn Việt Đức Đổi tên cũng chẳng giải làm giảm bệnh nhân đâu :((,safe,vihsd
Định hợp tác sản xuất âm nhạc hay gì v Thầy 😂,safe,vihsd
"Người miền Tây đúng là chân thực, như idol tui á # Jack#",safe,vihsd
Bà này thèm chích thiệt,toxic,vihsd
"Trận trước lượt đi, và chắc chắn lượt về lần trận cuối cùng và chúng ta sẽ chắc chắn thắng được trận này. Cố lên!!!",safe,vihsd
Chị nói tức cười ghê Chị đẹp lắm,safe,vihsd
Khác bọt quá anh ơii,safe,vihsd
Luật do mấy anh ấy ra.nói thế nào chả đươc,safe,vihsd
Ban dung nen lam video nua dơ ban ban sat dan toc minh het ban,safe,vihsd
Bị đấm gãy cmn răng,toxic,vihsd
chị minh hiếu rất dễ thương và chân thật chất phát quá .thật yêu mến chị,safe,vihsd
Ngã cây là sao.,safe,vihsd
Lỗ llon mà sao ai cũng thich chui vô đó làm mà kg đc vậy ta,toxic,vihsd
trong khi tôi đang lo stream thay ông thì ông lại ăn chơi đua đòi bên Thái à- Sói said :v,safe,vihsd
Mua hay hốt của người ta thế,safe,vihsd
Lý Thành Công nứng ak,hate,vihsd
"Tôi mong anh Tiệp hãy vì sức khỏe bản thân, gia đình và cộng đồng, anh quá nỗi tiếng rồi đó, nếu nổi tiếng về cái tốt tôi sẽ nghe a còn anh chống lại quy luật, pháp luật và đạo Đức tôi sẽ kịch liệt phản đối và coi thường a",safe,vihsd
Biết bao h mới đc đi xem,safe,vihsd
Nhật Linh Trần no :v,safe,vihsd
Sau này em sẽ đ cho con em xem mèo tôm đâu anh ạ :((,safe,vihsd
"Ngày xưa cũng có cái hội kích động nhân dân, phật giáo đi cướp chính quyền đó thôi :))",safe,vihsd
Nhờn:)),safe,vihsd
hahahahahahahahhahahahahahah.. nực cười. :v,safe,vihsd
Nhieu khi ho k biet ho benh thi sao,safe,vihsd
"Dù là ai hay ở độ tuổi nào thì cũng cần làm đẹp, không tin thì vô đây nhen, không có khoảng cách về lứa tuổi hay giới tính ở đây, link nè:",safe,vihsd
2019 mùa các giáo án sịn xò 😆,safe,vihsd
"phản động là những đứa dám nói ""xấu"", nói xéo, và nói lên sự thật, đi ngược với đường lối của đoảng và bọn dư lợn viên lương 3 tháng 1 củ ( á nhầm 3 củ 1 tháng)",hate,vihsd
Con này bị thần kinh năng rồi moi người ơi.,hate,vihsd
nói câu nghe nhạt nhòa ghê á :)))),safe,vihsd
"Thằng Việt chờ khi nào thằng Chung xả nước đầu nguồn thì lên truyền thông hoan nghênh nữa nhé, dù gì Việt và Chung cũng là anh em tốt, Chung từng giữ nhà dùm Việt hẳn 1000 năm cơ :)",hate,vihsd
Chi noi chuyen ma nhe thich đo chi ba😍😍😍,safe,vihsd
26nam trước ở vn đã sản sinh ra 1con virut,safe,vihsd
bán linh hồn và não cho quỷ r thất vọng làm j =)),toxic,vihsd
"Lam stream khuya khổ lắm các ông ah , kiểu này là vài đứa nữa",safe,vihsd
Thì ra hàn lạc hậu vậy VN đã có từ xa xưa :)),safe,vihsd
Khánh Ly tự cmt tự thả tim :v,safe,vihsd
"Có 3 loại ng t k nói chuyện : công an phường , công an giao thông và nhà báo .",safe,vihsd
Xem cho đời đỡ nhạt nhẽo thì cũng ok chứ k ấn tượng sâu lắm!!!,safe,vihsd
Nhìn phản cảm vl :(,toxic,vihsd
Đập cho trận đi thầy 😤,safe,vihsd
Cái lông mày hơi khác,safe,vihsd
Tran Manh tiền đâu ăn cua hoàng đế. Cá rô đó ng ae,safe,vihsd
Phạm Hồng Minh cảnh sát chính tả,safe,vihsd
"Chỉ là Tết nay mọi thứ đã quá đầy đủ, chúng ta không thiếu thốn về vật chất, quên cái cảm giác chỉ có Tết mới đem lại sum vầy.",safe,vihsd
Tphcm trong tương lai sẽ là thủ đô thì phải. Vì người ngu sẽ bỏ hết thủ đô hn quá,hate,vihsd
Đây là lý do tại sao thích tuấn hưng vs khắc việt,safe,vihsd
Dùng bố để khều donate xong đối xử chả khác gì con ghẻ :((((((,safe,vihsd
Đó h tưởng 2 phai,safe,vihsd
Ngọc Anh cười xỉu khúc đó,safe,vihsd
Mày k thoát được đâu con trai,safe,vihsd
Cực kì thuyết phục!!!!!!!,safe,vihsd
Ủa tưởng ý thức người nhật cao lắm ?,safe,vihsd
Đrr á🤣🤣,safe,vihsd
Tẩy cmn chay ngay và luôn cái dn khốn nạn và bọn toà án ăn hùa,hate,vihsd
Càng ngày càng nguy hiểm không hồi kết ..........,safe,vihsd
ôi đm ^^ nhìn mà thèm coi thủy thủ mặt trăng vc,safe,vihsd
Chương Nguyên mé 34 tuổi mà già ngang bà t nữa,safe,vihsd
Tao sẽ làm thịt mày,violence,manual_augmentation
Nổ như chó,toxic,vihsd
Nghe chị chững bị tinh thần chửi là em biết hơn Linh Lóc rồi!,safe,vihsd
Chuyến bay định mệnh,safe,vihsd
Đình Quang ụa đâu có giải gì bên vn đau ta,safe,vihsd
hi,safe,vihsd
Uống thuốc ngủ chết đi,suicide,manual_augmentation
Cứ tưởng quốc sư hy sinh rồi,safe,vihsd
A Ba Duy đi grab thật ak,safe,vihsd
?? :) ??,safe,vihsd
Đây hong phải bố tuii,safe,vihsd
Cũng gọi là ... Cả một bầu trời tuổi thơ,safe,vihsd
Cực kì thuyết phục <3,safe,vihsd
Cực kì thuyết phục🙄,safe,vihsd
"Auto mua, comment có thể mua được mà, nếu chốt đơn là thật đi, nhưng sau không nhắn tin cho shop thì cũng đâu bán...kakaaaaaaa",safe,vihsd
Sửa cái hastag đi ad ơi :) sai rồi kìa :)),safe,vihsd
"Cho hỏi ngu chút nha mn, cô là người thuộc LGBT hay là sao ạ?",safe,vihsd
Hướng Dương Ừ vừa lên đọc lại thì xác nhận là chuẩn,safe,vihsd
Máy bay phalcon 10 tỷ bay về nước belike:,safe,vihsd
Là thật hay ghép đấy,safe,vihsd
😂😂😂 đỉnh vl,safe,vihsd
Cực kì thuyết phục :*),safe,vihsd
"Tưởng ngon à, tao khinh !!",safe,vihsd
Theo tui làm ban giám khảo vài năm nay thì bài đc trung bình ..😀😀😀😀 nghe hôk hiểu gì hết,safe,vihsd
Vui quá cj oi,safe,vihsd
Xin link facebook chính thứ  của quốc sư,safe,vihsd
Ai mua cốc với tui hemmm,safe,vihsd
"Tới già câu cửa miệng Ao Làng vẫn là Hello các bạn, anhem nhỉ :D?",safe,vihsd
Cay đỏ dái,toxic,vihsd
hấp dẫn anh ơiii,safe,vihsd
Người Hải ngoại duy nhất làm Người dân trong nước lo lắng về sức khỏe =>> Nghệ Sĩ nhân dân Nhà Tiên Tri Vũ Trụ Trần Dần ! 😂😂,safe,vihsd
Băc động viên mạnh quá 😚,safe,vihsd
Hứa Sơn để tý tôi lấy hình ghép cho bạn 1 kiểu nhé 😄,safe,vihsd
assmin đi chơi gái bị tống à :)),toxic,vihsd
Trung phù thuỷ :v,safe,vihsd
E k gọi Clear e sài gồ ba nồ,safe,vihsd
Năm ngoái nơi tớ ở cũng có gd mua nhần con so này.Người mẹ nấu canh cho 2 đứa con ăn sau ngộ độc mất cả 2. Cái anh bán con này cho người ta cũng bị bắt đi rồi.,safe,vihsd
Chỉ vui khi mình cảm thấy hạnh phúc !,safe,vihsd
Dễ thương quớ à,safe,vihsd
Đkm mấy ngày nay không thấy lũ dâm loạn viên xuất hiện,hate,vihsd
Đẹp trai k abe :v,safe,vihsd
"Nhị Thắng được kết bạn với top cmt, ưng quá hi",safe,vihsd
"Đây là clip cũ bạn ơi, chứ lúc này bạn ấy không dám chửi như vậy nữa, nhưng phải nói...Linh cá lóc này bản chất nói năng hàm hồ, mất dạy, vơ đũa cả nắm, trùm lập...không biết thế nào là lẽ phải. Chắc bây giờ bạn ấy đã sáng mắt, dù có chút muộn màng.",safe,vihsd
Nên a nùi bước... của a đây GoOner Pham =))),safe,vihsd
cũng thoáng chút đau lòng.,safe,vihsd
Ông  Trần  Dần  nói  Chung  Chung  . Ko cụ  thể  !!!?,safe,vihsd
Nghe chửi như nghe truyện hài,safe,vihsd
Trung sát thủ .... cắt cổ mọi đối thủ,safe,vihsd
Minh Hoàng nó lại top ms ghê vl,toxic,vihsd
Cay vl nhỉ kk,toxic,vihsd
Điệp Còii vcl cáo là ai :)) con anh độ nhé :)),toxic,vihsd
Huỳnh Việt Trung ỉa xong là xanh sạch đẹp nha kk,safe,vihsd
Nguyễn Hiền mệt á🤪,safe,vihsd
Quang Nguyễn Đức lây chắc còn hơn cô Nhung 17 ý chứ,safe,vihsd
Nguyễn Bích Tb sang thì k tiếp nhá c,safe,vihsd
Indo đã biết danh bác hù từ lâu lắm rồi!,hate,vihsd
Tộc trưởng buồi to như lõi giấy vệ sinh,hate,vihsd
Haha lại ba que xỏ lá,hate,vihsd
Mặc dù em đéo có người yêu nhưng vẫn thấy anh nói đúng vlon 😪,safe,vihsd
tym luôn anh ơi,safe,vihsd
cac gì bóng của thầy là con chó à?hay linh thú nằm trong thầy đây,safe,vihsd
Hoàng Quản nà như nào hả ck :o sao đọc khó hiểu thế,safe,vihsd
M làm lại chụy em tao hông 😕,safe,vihsd
"Lông ngông cuồng có chết cũng đâu có sao. Hay! Co Thương nghi quỹ vừa lùn  vừa trọc phỏng vấn là đúng rồi
XẠO KE",hate,vihsd
Chàng trai vs điệu múa bê bết,safe,vihsd
Thu Huyền ấp với😘,safe,vihsd
Ở một diễn biến khác,safe,vihsd
Dự là sẽ có những nhà tù nghìn tỉ đc xây :v,safe,vihsd
Nói mấy người nghèo cho chết đói. V trc đó gửi đồ về cho minh hiếu làm từ thiện dell gì,toxic,vihsd
Các hãng nổi tiếng calvin gucci chanel đều bên nước ngoài mắc gì đem về vn cho nhỏ đó tri ân tri nghĩa....có ăn qq quá ai nói Gì cũng tin biết cuộc đời sài chai nước hoa chính hãng chưa nữa,toxic,vihsd
Chi ba oi cho e tien cu gup nguoi nheo di chi,safe,vihsd
nó có hát lúc nào đâu mà như những bài trước .,safe,vihsd
"từ dịch này thấy ý thức người nhật xăng đổ nửa bình, nhưng giấy vệ sinh không thể thiếu. không hy sinh bản thân để cứu người khác, nhưng dính dịch thì kéo nhiều người dính theo.",hate,vihsd
Thế thì toang😩,safe,vihsd
"cười xiểu cô luôn  i  love you chu cà mo ,chúc cô khỏe ,và hai mc dể thương luôn khỏe đẹp",safe,vihsd
Ai cũng hiểu rồi chỉ là chưa có ai đứng lên dám làm j thui,safe,vihsd
M xem hết video chưa ??,safe,vihsd
Ké,safe,vihsd
Nam Đoàn Kris giỏi thì chết còn lơ ngơ như anh chàng ny chị Emily ngủ cả buổi kia thì lại sống😂,safe,vihsd
Nhin mat con mu nay giong lu tau khua,hate,vihsd
Uh.nhưng mà thắm lép nói cái l9l gì cũng đúng,safe,vihsd
Lily Trịnh 1 phát 6 đôi hay thông cả bài 3 ng còn lại vứt bài ngao ngán luôn,safe,vihsd
Dù cả đất nước có quay lưng lại với a và không tin lời a nói thì e cũng kệ mịa a 😆,safe,vihsd
:v sẽ là những ngày off stream vì lí do trông con :v,safe,vihsd
Sơn tùng qua những năm🤭,safe,vihsd
Ha Anh Tri bạn ăn hôm qua mà không bị gì là con sam rồi..còn con so là bạn như bé gái 8tuổi rồi nhé..hihi,safe,vihsd
đem hẳn đặc sản ra trình làng,safe,vihsd
"Chị yêu oi, xin các chị cho con linh cá lóc bài học để làm guong cho các nguoi viet kiều khác ạ",safe,vihsd
"Chuẩn cái stt của page. Mà cái chính mấy phim ấy éo ai biết 😄, chả ai xem.",safe,vihsd
Dung Hoàng Lý Đặng Thị Ngọc Hà Huỳnh Thị Hồng Yến Hứa Tuyết Nhi sẵn nghỉ rảnh kh có gì làm nè,safe,vihsd
Để tao tra tấn mày,violence,manual_augmentation
Khẩu nghiệp,safe,vihsd
"Chào bạn! Mình biết bạn đấy, 2 năm trước mình cũng giống bạn.",safe,vihsd
Quỳ,safe,vihsd
Như 2 giọt nước =)),safe,vihsd
Lồn em hồng lắm anh ơi,nsfw,manual_augmentation
Giảm cân đi hoèn =)),safe,vihsd
Chém mày chết ngay bây giờ,violence,manual_augmentation
Tôi không muốn sống nữa,suicide,manual_augmentation
Nguyễn Nhật Băng gớm dị má,safe,vihsd
Hi ga co ngoanh mo vê rưng thôi,safe,vihsd
Giết cả gia đình mày,violence,manual_augmentation
Cam on da quay clip ngoại cua e xem cuoi qua troi,safe,vihsd
Còn mình thì giám đốc bắt nhân viên đi cách li thay còn sếp vẫn nhong nhong 😪,safe,vihsd
Con đường xa lắm người ơi..,safe,vihsd
Làm gì có chuyện 1 chai nc hoa mà có vài trăm k 1 chai trời. toàn hàng fake thôi,safe,vihsd
Lỗ mũi chuột yêu quái trong phim tây du ký phần 2 toàn là yêu quái lạ kg.,safe,vihsd
Thèm bún real vl :)),safe,vihsd
Chị đẹp wá ak,safe,vihsd
Giống bait vl 🙂,safe,vihsd
:))) coi xem fb r khẩu nghiệp,safe,vihsd
Ở 1 diễn biến khác..,safe,vihsd
còn bạn giúp người bằng bàn phím,toxic,vihsd
Di Jenny,safe,vihsd
"coi cái này nè : thành viên Facebook thân mến, Facebook là giả sử để được đóng cửa. Gần đây, nó đang trở nên quá đông. Đã có nhiều thành viên phàn nàn rằng Facebook đang trở nên rất chậm. Hồ sơ cho thấy rằng có rất nhiều thành viên Facebook hoạt động v",safe,vihsd
Hay lắm anh ơi,safe,vihsd
"Thế đ' nào mà trưa hôm lại sục đc vào cái page này!!! Sướng vãi... Ở đây có thể thả cửa tẹt ga... kiểu như muốn bủm thì bủm đ' gì cứ phải nhăn mặt nhịn làm gì. Nhiều khi cv, vc xảy ra mâu thuẫn xô xát muốn xả quá mà k biết thả vào đâu. Thôi thì từ h xả vào đây vậy :)",safe,vihsd
Cho con xinh tên fbút cô với,safe,vihsd
Ní nuận của dlv đây 🤣,hate,vihsd
Quang Ly sáng sớm canh 2 hả,safe,vihsd
tao còn chưa biết gì,safe,vihsd
Đen lắm :),safe,vihsd
Awww con chú cute hơn gái roiiii,safe,vihsd
No giàu ma nó mang dây chuyền i nox,safe,vihsd
3 que có cờ ko?->,hate,vihsd
Hoi oi ba dep qua Ha,safe,vihsd
Nguyễn Hoàng An chắc tưởng đây care =)))),safe,vihsd
Trần Thị Ngọc Anh nếu ngược lại thì sao con mặt lòn.nếu nó biết bị bệnh rồi đi hiến thì sao.😊,hate,vihsd
Đang lên truyền hình chứ lai chim là con ba vàng mã banh xác với cô rồi :)),safe,vihsd
Rồi ?,safe,vihsd
Thịnh Hồ buồn,safe,vihsd
Chết đi còn hơn sống,suicide,manual_augmentation
Kiểu như chúng thách thức: tao kí tao xài đấy ai ý kiến lên phường!,safe,vihsd
Đỉnh ghê😀😀,safe,vihsd
anh em bên nước mỹ trông nom trần dần cẩn thận nhé hàng hiếm của dân việt nam đấy đừng để trần dần chết thối trong phòng mà không ai biết thì tội cho tiên tri lắm .,safe,vihsd
Cố gắng 24h đc 26tr để cho các đóm gáy và đem ra ss vs ng đẳng cấp hơn nha :)),safe,vihsd
trần dần còn sống ko??,safe,vihsd
Lạy chúa con còn lứa tuổi học sinh :)),safe,vihsd
Giống y công ty e luôn 🥰,safe,vihsd
Anh Tuấn Hưng có ý thức hơn Duy Mạnh dù đều là ca sĩ :v,safe,vihsd
"Sẽ có một câu hỏi rằng: \""Vậy sao cô không chết đi ?\""",safe,vihsd
dm m,hate,vihsd
Nguyễn Thành Luân ok ok like,safe,vihsd
Ko thuế cao nó ng ng xe ô tô nhà nhà xe ô tô lấy đg méo đâu mà đi.,safe,vihsd
Duyên Phạm ghê tr nay văn chương dữ hén,safe,vihsd
Bạo hành gì mà thầy toàn cười ko vậy =)),safe,vihsd
Coi khúc đó cười ỉa,safe,vihsd
em bị r a ơi,safe,vihsd
"Chúc em bên người, đàn ông cũng biết khóc...",safe,vihsd
Phat Huynh 2 trái mới dừa () :))),safe,vihsd
"Tàu hũ in tiền sang VN gom đất, nhà, vàng và mua chuộc chó với đầy tớ",hate,vihsd
Ngô Phương Thảo Lê Thương Hồng Thắm tết này tiếp hok mấy bà =)))))),safe,vihsd
Fpt said : là vì m diễn viên chính nên a diss mạng m ^^,safe,vihsd
Ngứa hết cả cặc,toxic,vihsd
Xao lôn k co gi vui ..chung ta k nen xao lon..,toxic,vihsd
Vẫn cứ là ok anh ơiii❤️,safe,vihsd
Bố làm lương có 7 triệu,safe,vihsd
Cau mong cho duoc Chet trong binh yen,safe,vihsd
Mấy cái nhạc trong phim của bảnh toàn của K-ICM đệm nhạc đó :v,safe,vihsd
Vcl nghỉ me,toxic,vihsd
Thảo Nguyễn =)))))),safe,vihsd
Ác quỷ cả hình hài lẫn tâm hồn 😌,hate,vihsd
Cao Tuyet tuần sau chưa dc đâu bố 😂,safe,vihsd
91652062,safe,vihsd
"Nói đạo nhái mà đến giờ vẫn đéo lòi ra một đơn kiện. Chỉ có các tHiên tÀi âM nHạC các bạn phán đạo thôi, lmao.",toxic,vihsd
các anh tham quan thích điều này,safe,vihsd
tết mới cái gì cũng mới :v,safe,vihsd
✪Fan Tấn Trung,safe,vihsd
nghe mắc i* quá abeeee,toxic,vihsd
Như 2 giọt nước,safe,vihsd
Nghe thuyết phục nhưng rất vô lý,safe,vihsd
Phạm Văn Lộc idol viết sai kìa🙄😆,safe,vihsd
Yêu chẳng biết được lâu không mà bảo cưới :((,safe,vihsd
Nhiều đồ giá trị quá. Cafe Bao Cấp mà thấy bức ảnh này chắc thích mê các món đồ quá.,safe,vihsd
Bác sĩ chữa khỏi bệnh cho một người trả tiền cho bệnh viện nó khác.,safe,vihsd
Nhạc lần này của ổng m.n phải nghe nhiều mới hay 😅,safe,vihsd
Say oh yeah?????,safe,vihsd
Làm sao để coi live của ảnh vậy,safe,vihsd
"“Nguyên nhân cá chết nhanh bất thường trên diện rộng có thể do độc tố có độc lực mạnh như sinh học, hóa học hoặc các yếu tố khác”- thông báo của Bộ NN&PTNT cho biết.",safe,vihsd
Lol :))),safe,vihsd
Huy Phạm đề nghị anh xuất trình giấy tờ hợp tác làm việc,safe,vihsd
Thiên Đường nên hơi nặng phần trình bày :3,safe,vihsd
Minh mẫn vcl,toxic,vihsd
"Hồi đi học thì được biết mấy chữ như tự mãn, tự cao tự đại, tự kiêu.. sau 75 thì chữ tự hào được xài hơi nhiều... từ lúc có điện thoại thông minh thì xuất hiện chữ tự sướng.. bi giờ DLV và AK 47 làm giàu cho ngữ vựng VN chữ tự nhục. Định xin phép các anh chị trong ảnh tự nhục kia cho tui .. tự ké được hong?🧐",hate,vihsd
Ô tô lên trời tắc cả trời :))),safe,vihsd
14:56 ngủ trên li quăng nha đội ngũ dựng phim. Li quăng là cách gọi của một loại giường ở miền tây,safe,vihsd
Chị  đẹp  quá,safe,vihsd
Đk anhhh,safe,vihsd
Hay bố con ngầu thực sưn,safe,vihsd
Con này chắc ko dc di học,hate,vihsd
Be đổi tóc măm Tết à,safe,vihsd
Nguyễn Thanh Cẩm lỗ xoài rộng nhỉ,safe,vihsd
"Hoài Đương tao không giỏi, lại không đẹp như chị, gia đình lại ở quê, cố gắng ị ra quần chục năm lương vẫn 5-3tr và số người như tao chắc ko ít, mà chị bảo chỉ cần cố gắng là nhà lầu xe hơi cha mẹ sung sướng thì chắc xh này toàn người giàu, ai mà ko sml ra cố gắng đây",safe,vihsd
Tuổi thơ,safe,vihsd
Dùng có mọc tóc dài giống thầy đuoc không ? 🙂,safe,vihsd
còn ko có ny cũ mà chúc :),safe,vihsd
Hủy hoại nền âm nhạc VN là đây,safe,vihsd
abe của tôi,safe,vihsd
Nyc said:,safe,vihsd
Lại là bọn “cực kì thuyết phục”😨😨,safe,vihsd
A tức nhiên.....Cái mà tức nhiên a tức nhiên,safe,vihsd
"Mình nghĩ là bài này kiểu không phải sở trường của Jack . Có lẽ đây chỉ là màn comeback mở đầu của anh , sau này sẽ tốt hơn. Ra nốt bài Đom Đóm thì duyệt rồiiiiiiii",safe,vihsd
"Bà này là, Y tế mấy năm nay tiến bộ rồi, cả bộ máy nó cũ thì thay dần dần, chứ làm sao mà thay máu 1 phát đc cả luôn",safe,vihsd
Hồ Tuấn KiệtKiệt xóa r ông ơi :)),safe,vihsd
"Tao là trò đùa của chúng mày đấy à, a Chiếp said",safe,vihsd
Tao gửi cho chị minh hếu,safe,vihsd
Đây là táo liên quân ad ơi nhầm sang táo quân năm nào cũng lèo trẻ con vậy,safe,vihsd
Sợ vl đi lấy le vs gái chịu,toxic,vihsd
Ba Gà MTP,safe,vihsd
My su,safe,vihsd
Tao sẽ bóp cổ mày đến chết,violence,manual_augmentation
Sau 12 năm ăn học cuối cùng e cũng được gia nhập bộ quốc phòng. Cảm Ơn nhà nước đã luôn bên cạnh xát sao khi e trượt đại học,safe,vihsd
Ocee thầy 😪,safe,vihsd
Nguyễn Đình Hưng đường về :))),safe,vihsd
23 có rùi :))),safe,vihsd
T lại thích k-icm hơn,safe,vihsd
Huy bạn sống đỉnh kout vl,safe,vihsd
"Có những thằng Bắc Cụ đang dùng cái óc toàn Bắc của nó mà suy cho dân Nam chúng tao. Xin lỗi chứ,từ thời các Chúa thì Nam Bắc đã khác nhau hoàn toàn, đừng đem cái xuất thân ra nhé. Chúng tao là dân SG,và chúng tao là dân tộc thiểu số! Hahaha.",toxic,vihsd
Chú Pew lại dỗi giờ,safe,vihsd
Tú Phạm tư tưởng ở nhà lấy chồng chả thế 😂,safe,vihsd
Thời lồn nào rồi mà còn mị nhau như vậy,toxic,vihsd
Mỹ Vân,safe,vihsd
"chúng nó bảo là bán cho tôi bằng thật, thế đéo nào lại bán cho tôi bằng giả :v",safe,vihsd
che nao cung lung linh nhe,safe,vihsd
Hóng B52 debut cùng J97,safe,vihsd
Ta ngheo ma oi muon lam ma ko co tien,safe,vihsd
Ông Trần Dần tiên tri xem ngày nào hết bệnh corona trên toàn thế giới nào?,safe,vihsd
"1995 & 2019 vẫn đang dùng đường sắt của thực dân Pháp để lại ~,~",safe,vihsd
được a ưi,safe,vihsd
Quá vui,safe,vihsd
Giọng a kể truyện ma đc đấy a độ,safe,vihsd
Đốt xác mày cho biết tay,violence,manual_augmentation
ù uôi ghê nhở,safe,vihsd
Thiếu 1c răng nx là ngon :)),safe,vihsd
Chắc hà bá đánh rắm đấy,safe,vihsd
Minh Cường Cực kì thuyết phục 🤣🤣,safe,vihsd
Ngọc Huyền Mai Nhi Phương Tâm Ngô Tuyết Liễu Trần Khuê Việt Upin Lương Mỹ Phương Mỹ có thờ có thiên có ziên chết liền :),safe,vihsd
Nguyễn Long người nhật thường có ý thức rất cao nhé top thế giới đấy =))),safe,vihsd
Cực kì thuyết phục=)),safe,vihsd
Ôi địt mẹ chết cười,safe,vihsd
Khắc tiệp lại sợ khắc việt rồi😂😂😂,safe,vihsd
"Công an lên làm thủ tướng nên se ra luật có lợi cho bọn công an. Luật sư cái chó gì ở VN. Tòa án nó muốn thì nó mời. Ghét thì nó đuổi chạy như chó. Ngoan ngoãn nghe lời thì Luật sư có cháo húp, không nghe lời nó đánh trào máu như vụ 2 luật sư bị đánh. Ai đánh đây?",hate,vihsd
Nhật Linhh khẩu trang đang thiếu bạn ạ mỗi hành tinh 1 cái thôi,safe,vihsd
Buồn chỉ cần hút hết 1 bao thuốc là vui ngay☺️,safe,vihsd
"Nghe cụ Trần Dần nói người VN có thêm dũng khi để chống lạt bọn mọi Tàu tham tàn, bất lương, nham hiểm.",safe,vihsd
Thay gì chết 1 mình k ôm bom lên phường?,safe,vihsd
Lê Bảo Kiên chỉ đạo vụ nay zồi 😜,safe,vihsd
Việt nam toàn siêu nhân vậy mà đi đc,safe,vihsd
ơ mất fan cưng r:(,safe,vihsd
vậy những ng trong clip là chó à,safe,vihsd
Con gái gì mà có râu,safe,vihsd
