text,label,source
Ko bt cô chuyễn giới lun á h mứ bt.cô cy giới lúc mìh 1tuoi 😂😂,safe,vihsd
đjtme đỉnh thật sự,toxic,vihsd
Khác gì tát vào mặt thằng soang choảnh kia =))),toxic,vihsd
5 tp lớn mà 3 tp đc như Đà Nẵng. Vn sẽ chuyển hướng,safe,vihsd
"T đang nợ 1tr, thêm chỗ này là 30tr à :(",toxic,vihsd
Trâm Trâm từ vụ linsied chị đã nhận ra hắn rất giỏi sủa,hate,vihsd
Để tao tra tấn mày,violence,manual_augmentation
LKC tập này xinh thực sự...,safe,vihsd
Thành Huy Hoàng Tiến,safe,vihsd
Ghé trang mình sắm đồ xinh diện tết nhé 💓,safe,vihsd
Nhờ sự cố gắng miệt mài mà giờ chúng ta mới có ngày hôm nay :)))),safe,vihsd
😜😂😂,safe,vihsd
Cầu 1 chiều đi nó phạt đúng rồi la làng gì nữa,safe,vihsd
Tự sát là cách duy nhất,suicide,manual_augmentation
Gặp mình dọn ra ngoài nhậu cho oách xong đi taxi về kkk,safe,vihsd
Em gái iêu đẹp ghê giống tướng bà lắm đó 😍,safe,vihsd
nghĩ mà chán ...!!!,toxic,vihsd
Thầy làm gì cũng được đừng ra MV hát là được nha thầy. Nói chứ dm mãi yêu thầy,safe,vihsd
nhà tiên tri đã làm bao nhiêu diễn viên mất việc,safe,vihsd
Xã hội như ao hồ. Dân chúng thoải mái bơi.,safe,vihsd
nhìn avt nó là hiểu nhé :)),safe,vihsd
"Cô nói chuyện nghe duyên ghê, ông Tuân cười quá tr",safe,vihsd
2009,safe,vihsd
Nguyễn Hiếu Xin video,safe,vihsd
Mong mãi như 1 đứa trẻ ko muốn lớn chút nào. Mình lớn dần lên bố mẹ càng già đi🙂,safe,vihsd
ok việt nam luôn vô địch mà,safe,vihsd
Thối nát,safe,vihsd
Bà hổn láo quá,hate,vihsd
"Không chịu tìm hiểu đọc Luật để biết nội dung thế nào. Chỉ cần thấy tin là chửi. Chỉ cho thấy sự nghèo nàn về kiến thức, dốt nát về ngôn từ.",safe,vihsd
chán luôn,toxic,vihsd
Ai lấy inb tui nhé. Inb trc giúp tôi tui có mấy cái cung hay hay tui gửi cho,safe,vihsd
Cả Lê Hữu,safe,vihsd
"Đặng Quốc Bìng Ý thức như loằn cx chửi, có ý thức cũng kêu sợ bị chửi nên mới v",safe,vihsd
Bai vo nay Bac Ho ma con song bung tay 1 cai la ong toi.can gi phai sung voi dao.dung la ba que ba xao...,hate,vihsd
Loại nghiện game + săm trổ k có tương lai đâu nha,hate,vihsd
"Sao mv lần này không có ca sĩ gì mà cầm cây đàn dài dài đứng nhúng nhúng ta, chắc là ca sĩ đó nổi tiếng quá lần này jack k mời được chứ gì,giận jack ghê",safe,vihsd
Idol của con . Ai lớp du chu cờ mo 😍😍😍,safe,vihsd
Danh hài vẫn mãi mãi là danh hài thôi thầy ạ.,safe,vihsd
Đốt xác mày cho biết tay,violence,manual_augmentation
❤❤❤❤,safe,vihsd
"Bùi Thịnh qua bên trang comcom mà xem ! mà giờ bọn chúng xóa cả rồi ,làm tuyên giáo thì phải biết nói xuôi lẫn nói ngược bạn à !",safe,vihsd
"4,5 tr đảng viên đã lỡ leo lưng cọp",safe,vihsd
Giàu mà sao não để ở đâu vậy Đức Ngọc,hate,vihsd
Lại cà khịa nhau,safe,vihsd
Biết ễm còn sống ko mà xuất viện 🤗🤗,safe,vihsd
Cực kì thuyết p.....,safe,vihsd
Ông chú da black thích nhuộm màu tóc yellow 😁,safe,vihsd
"súng bắn không trúng,dao chặc không đứt.hài vcl,;)",safe,vihsd
Hai bố con có hai con cạo lia ở đũng quần mà bố ngắn hơn con,safe,vihsd
Xin tên clip đi ông,safe,vihsd
Nguyễn Thanh :)),safe,vihsd
"Trần Diên Dưỡng như t không nhầm thì trên tường treo khoảng 3 cái roi và 2 cái tròn tròn chắc nhẹt đc và mồm, à còn có cả 2 cặp còng bằng da nốt 😗",safe,vihsd
Linh Mít lên Cầu Giấy mà tìm phòng b êiiii 🤣,safe,vihsd
"thế bạn biết đường chạy qua cánh đồng , chỉ qua 2 3 nhà dân , đền bù cho dân 200 triệu . ghi vào sổ sách 500 triệu không :v . chưa kể nhiều ông quan chức to kí duyệt là đều phải có lót tay , mỗi dụ án lót tay chả mấy khi dưới đơn vị "" tỷ đồng """,safe,vihsd
Cho dù Jack có như thế nào thì mình vẫn cứ mãi anti Jack.,hate,vihsd
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",hate,vihsd
Lê PhượngThuan Vo Tú Võ Minh Minh đi đầu xu hướng,safe,vihsd
Bình định cũng vâth,safe,vihsd
Phương Noble's tóc gì làm vậy P,safe,vihsd
Hai anh em :),safe,vihsd
Vẫn chưa hình dung hết con quái vật :)),safe,vihsd
Tôi muốn tự tử quá,suicide,manual_augmentation
Vu Mai Huong ớ,safe,vihsd
Trang H Le Trang Le Ngọc Loan Tâm Trần nhớ nha :)))),safe,vihsd
i love you ' chu cà mo ',safe,vihsd
Hahaa cừi ỉa,safe,vihsd
E lậy chị lâu ngày chị lên Youtube chị vẫn như xưa chị chưởi chi mấy người đó cho mệt hơi sức chị để hơi sức mà chị buôn bán chị,safe,vihsd
Sam Bé Bố mày đéo có tư cách ở đây! Bố chửi thẳng cái thằng mặt lìn như mày đấy! Tay nhanh hơn não,hate,vihsd
Cô bảo là cô hiền lắm đó nha~,safe,vihsd
yêu cô <3,safe,vihsd
Sói said: “ Daddy finger Where are you?” “Here i am! “ =)),safe,vihsd
Mong các bạn ủng hộ MV mới của ông già mk để ổng còn mua sữa cho mk uống chứ vã lắm r:D,safe,vihsd
cho xin facebook của đệ nhất danh hài,safe,vihsd
ủng hộ abe,safe,vihsd
Đội ơn chị kế toán,safe,vihsd
Anh có nghĩ nên thiết kế mặt lưng Logo Mixi lên võ nguyên khối cho dòng Ip6-ip11 không anh tôi ! công nghệ Lazer với Phun màu bây giờ dư sức tạo 1 võ Iphone Zin có Logo in hoặc dập nổi,safe,vihsd
"Cứ chửi bọn tư bổn, mà sao con cái, quan chức ko ở xứ thiên đường mà trốn ở lại xứ dẫy chết là sao.",hate,vihsd
Nguyễn Ngọc Bảo Hân haizz điều ước,safe,vihsd
Shoppe đi cùng Mixi Gaming,safe,vihsd
sao mọi người không ai đuổi tụi nó đi ?,safe,vihsd
không chú nào quỳ bố nó xuống nước cho ổng dẫm lên lưng bước qua...như vậy có thể mau lên chức hay sớm được chiếu cố hơn! quan nhà sản có khác...bị khuyết tật!,hate,vihsd
Vlòn.,toxic,vihsd
❤️ tấm gương đẹp đâu như mấy 🙂,safe,vihsd
Thiếu bóng dáng cô Đẩu.,safe,vihsd
Đứng hình mất nửa tiếng :)),safe,vihsd
Cực kỳ thuyết ....,safe,vihsd
Dep nhu con gai vay á,safe,vihsd
Hóng abe làm game thêm hard cho học sinh mãn nhãn,safe,vihsd
Mày ko thay đổi thì ko những bị khóa mõm và khóa luôn cả tay mày luôn,hate,vihsd
chỉ đứng dẩy là thành ca sĩ đc rồi. Thế mà đợt trước a Bảnh về đội chắc giờ làm ca sĩ nổi tiếng đéo phải đi tù ý nhờ,toxic,vihsd
Ông này có họ với chị Nhung à,safe,vihsd
v cut,toxic,vihsd
Nhân doanh công hoà liên bang đức đang sản xuất cám cò ăn mau nhớn xin ad min với các bác ủng hộ 🤣🤣🤣,safe,vihsd
Nó đeo mắt kính thấy khác hẳn lúc không đeo =)),safe,vihsd
Đâu đó trên fb tớ,safe,vihsd
BảoBảo đọc cmt đi,safe,vihsd
Vụ này mà con Nhung ml ko đi tù thì sẽ có khối đồng chí phải đi thay.,hate,vihsd
"Hmm, Trời đã sinh ra Tuấn tại sao còn sinh ra Tiệp :( haizzz",hate,vihsd
Arlios Trinh kinh tởm,safe,vihsd
Đhhfhfhbfhfjffhhfhfhhcchg,safe,vihsd
Xem stream anh dễ ngủ vl :) hôm nào đeo tai nghe đang lim dim dm ông hét phát tôi tỉnh giấc nồng😪,safe,vihsd
Bình Thuận toang rồi ôg giáo ạ,safe,vihsd
Nhảm nhí vl,toxic,vihsd
Chặt mày làm mấy khúc,violence,manual_augmentation
Tuấn Nguyễn xem cách ly đi a,safe,vihsd
Chị linh lốc chửi hay quá❤❤❤😘😘😘,safe,vihsd
Giờ Linda chững chạc hơn hồi trước rồi. 😍😍😍😍😍,safe,vihsd
"Chuẩn,k anti nhưng bài lần này nghe k vào",safe,vihsd
Có mấy người bạn bảo ny của bả hiện giờ tán bả 3 4 năm rồi mới đổ. Gặp mình thì đcm bố tán con khác :v,safe,vihsd
Tae Yul nghiệp :))),safe,vihsd
Các ông đi chơi bỏ tôi ở nhà với bà chủ kênh thế à,safe,vihsd
mệt vl thầy ơi,safe,vihsd
Fan đóm vô ủng hộ đê :),safe,vihsd
Thôii a3 về đi em về trc đây,safe,vihsd
Gia Minh thầy bị camp chứ đánh lủng cc đâu petland quăng mạnh vcl ra ấy :)),toxic,vihsd
Đặng Hùng,safe,vihsd
Ghép nhạc hơi bị được đấy nhé =)))),safe,vihsd
Phương Minn k nghe nổi thì out mắc cailon gì dislike🙂,hate,vihsd
Cái mỏ lồn,toxic,vihsd
Chủ tịch gì mà tốt thấy ghê,safe,vihsd
"Ad hãy tìm số báo nào của báo quân đội khi viết "" ba-rách ô-ba-ma"" và ""đô-na trăm "". Vãi báo",toxic,vihsd
thẻ rút kinh nghiệm đấy :)),safe,vihsd
Ok a :3,safe,vihsd
Uiiiii đáng yêu quá cô ơi~~~~,safe,vihsd
Tìm một bạn nữ cùng cover tình yêu của nhà anh mixi,safe,vihsd
Em chào chị Ba!! Chị tốt bụng quá.lần đầu em xem clip này.rất vui đc biết chị..,safe,vihsd
Su Ri phải hiểu ý thâm sâu của ổng mới thấy ổng có tâm :))),safe,vihsd
Chùm cuối vẫn là K-ICM 😂,safe,vihsd
Phan Tấn Trung,safe,vihsd
về sớm stream tấu hài đi abe,safe,vihsd
Chị minh hiếu ơi đánh son đập len,safe,vihsd
di trùng nha,safe,vihsd
Hahaj,safe,vihsd
Kiểu nó phải vậy,safe,vihsd
Đấy bảo là lương a tôi có 7-8 củ một tháng các ông không tin.! Còn cái bữa hôm nọ là tiền a tôi dành dụng làm việc nhà được chị trang tip cho thôi hyhy,safe,vihsd
kenny you bảo thích ăn gà abe ơi,safe,vihsd
Mà nó lại rất ưa là dethuong,safe,vihsd
Tránh xa nó ra anh em,hate,vihsd
Đi đường quyền hông,safe,vihsd
Lỗ mũi chuột yêu quái trong phim tây du ký phần 2 toàn là yêu quái lạ kg.,safe,vihsd
"HN kb ai dính nữa k , chả thấy công bố để biết tình hình nhỉ .",safe,vihsd
Phạm Nguyễn Cát Vy cljv con,safe,vihsd
Quá đáng thực sự luôn các ông à,safe,vihsd
Thủ tướng thì lấy đâu ra. Ủng hộ nhiều lại bảo là lấy tiền của dân ra ủng hộ. Tội mấy bác làm lãnh đạo quá. Có tiền mà k giám tiêu. Toàn gửi ngân hàng nước ngoài,hate,vihsd
Quang Quang Tường mấy lol đó mà. Lạc hậu vãi lol,safe,vihsd
Động cơ của ad là gì :)),safe,vihsd
nhìn hài vailon anh 🙂,toxic,vihsd
"báo cáo bò đỏ bọn Thanh Niên và nhiều tờ báo uy tín khác của Đảng đang phản động , giật tít câu view ! truyền lệnh tấn công đi lũ bò !",hate,vihsd
Xem porn đi anh,nsfw,manual_augmentation
Đấng trong truyền thuyết,safe,vihsd
"cả 2 đều có vấn đề khi sự kiện "" Trịnh - Nguyễn phân tranh "" =))",safe,vihsd
Cười ỉa,safe,vihsd
"Bọn trẻ giờ toàn ôn trong phòng điều hoà, đường sữa tận răng sao mà có mồ hôi được",safe,vihsd
- yêu cơ,safe,vihsd
Phần nổi của tảng băng chìm,safe,vihsd
Ok các a :),safe,vihsd
Cảm ơn đảng,safe,vihsd
Haizzz thằng này nguy hiểm,safe,vihsd
Ngủ 2 giất thầy mới onl :)),safe,vihsd
Mới xem 🥰,safe,vihsd
Thế nên ai cũng yêu quí bác Dần chứ không ưa gì bọn ba que rách năm 2020 rồi vẫn ngu,hate,vihsd
Con nho nay hom truoc chui Ong ba Cha me ca nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet.. ..gao thet kinh hon de truoc khi xuong dia nguc...🙏🙏🙏,safe,vihsd
Uk công nhận k hay lắm,safe,vihsd
Mong sao vn binh yen,safe,vihsd
Link phim sex hay lắm,nsfw,manual_augmentation
Em ở đâu vậy em ghé chị chơi,safe,vihsd
Chị ơi e nghèo nè chị. Làm cong nhân không dũ ăn nè,safe,vihsd
- Khó lắm người ơi 😞,safe,vihsd
Julia Trần youtube có chỉ cách phân biệt bạn nhé,safe,vihsd
Thằng này địt nhiều gái vãi,nsfw,manual_augmentation
"Giờ tao chỉ mong bóng đá đến sớm . Để lu ngu no tràn ra đường hít thêm khí chết bớt , mới tỉnh đc .",hate,vihsd
Tham nhung thi 1 trieu nen tu hinh. Nhieu lan thanh nhieu trieu. Mung cho viet nam minh ca quick hoi khong ai tham nhung,safe,vihsd
Tiền ngta gửi nước ngoài hết rồi lấy đâu ra mà ủng hộ.,toxic,vihsd
mặc cái quần giống thằng biến thái,toxic,vihsd
Quỳnh Nhi Đình Hoàng xong rồi hoàng ơi :)),safe,vihsd
Lam Pham Ai Chau add em dí sis ơi,safe,vihsd
Bán clip sex giá rẻ,nsfw,manual_augmentation
From quảng ninh with love chúc gia đình anh chị nghỉ lễ vui vẻ,safe,vihsd
oke luôn anh ơi :v,safe,vihsd
Mày chết ở tao đây,violence,manual_augmentation
Yêu cô quá cô ơi huhuuu,safe,vihsd
"Cm nó 50 ,k",toxic,vihsd
Lấy búa liềm TQ để treo nữa chứ :),hate,vihsd
Hay quá luôn anh ơi,safe,vihsd
Thực dân Pháp xâm lược và 2 ông truyền đạo đưa chữ quốc ngữ vào Việt nam khác nhau không nên gộp vào làm mất hết ý nghĩa của việc tôn thờ 2 vị đó ta cần biêt ơn họ,safe,vihsd
Giọng cười phu thê =))),safe,vihsd
chia sẻ và tag bạn bè vào để sếp nhìn thấy nhé :),safe,vihsd
Abe hiểu ý học sinh quá!,safe,vihsd
Chiều thì bị chị Trang trêu. Tối thì bị anh Độ khịa. Anh đen lắm người mìn ạ 🤣,safe,vihsd
em nghĩ thầy nên học hỏi chuyên gia này,safe,vihsd
🙂🙂,safe,vihsd
Ngọc Anh cười xỉu khúc đó,safe,vihsd
Búi trĩ của team xDD,safe,vihsd
Cô dễ thương qué!!!,safe,vihsd
@Chiến trần chuẩn 👌,safe,vihsd
Hoàng Thiện thế a cần dùng loại nào?😌😂,safe,vihsd
"mấy chú mà có quen 1 thằng ăn chơi hoang tàn, se sua diêm dúa cộng thêm cái tính láo toét éo có tự trọng... suốt ngày mở miệng là nổ mà cứ hỏi mượn tiền...mấy chú tính sao? liệu cho nó vay bao lâu thì nản?",toxic,vihsd
Con mu nay gia sao khoe cua wa,safe,vihsd
huhu,safe,vihsd
Tuấn Mạnh à nãy xem rồi ^^,safe,vihsd
Là mình làm ảnh đây,safe,vihsd
Bút dùng vẫn còn mực cần pass lại cho ae nào chưa có . Giá yêu thương 5k,safe,vihsd
"Nh ông kbt chất lg giày cứ cmt ý ạ rep thường, rep 1:1 ,sf khác nhau đấy ạ?",safe,vihsd
Kia là bức tường toàn súng ống đằng sau camera stream,safe,vihsd
2ba là bede,hate,vihsd
ăn mì gói <3,safe,vihsd
Chị 3 giàu quá chị giúp đỡ cho e với,safe,vihsd
Bọ FA lúc này :))),safe,vihsd
Duy Ngoc Vu đâu âm ở đâu thế,safe,vihsd
Sao ít cmt quá z ta,safe,vihsd
cool =))),safe,vihsd
tất cả đều dúng qui trình nhé -_-,safe,vihsd
Con đàn bà khó ưa,hate,vihsd
"Vẫn k quên Thái Lan có Subachai Subachoc,Việt Nam có Susan 0175 :))",safe,vihsd
Từ Hoàng Streamer. Đỉnh Thực sự !!,safe,vihsd
nếu cx xachlozmachay như này thì hơi căng =(((,safe,vihsd
"Má ơi ta nói như coi hài,cô dễ thương quá",safe,vihsd
Nhạc bản quyền thấy mẹ 🙂,safe,vihsd
"Chán đến nỗi ct đéo cần lý do, đéo đau khổ và đéo rơi giọt nước mắt nào. Có 1 kiểu ct gọi là hp vãi loz.",toxic,vihsd
Tự sát là cách duy nhất,suicide,manual_augmentation
Em bên trông xe tộc trưởng ơi,safe,vihsd
19:45 tất nhiên,safe,vihsd
Dầu tẩy trang Nhật hàng xách tay 🥰,safe,vihsd
Nam Đoàn kể cả có khởi động đc vẫn k thể thoát. B k xem lúc đầu có 22 kén đi nhưg cuối cùg chỉ có 2 ng thoát. K cho nổ thì chẳg ai sốg mà quay về,safe,vihsd
Ko nhanh chậm nha,safe,vihsd
Check trên web thì vẫn thấy game on mà aloo,safe,vihsd
Gia Như spa cho mùa dịch ntn hhh,safe,vihsd
Thanh Lý Sim số đẹp--Giao dịch toàn quốc,safe,vihsd
Cố gắng dành giải nhất để về ăn tết với vợ con nhé,safe,vihsd
Liệu coa lủng như giáo án🤣🤣🤣🤣🤣,safe,vihsd
Lại sống như rau dền :)))),toxic,vihsd
cực kì thuyết phục abe 😄😄,safe,vihsd
Đóng cửa biên giới đi.,safe,vihsd
Idol con đỉnh vl,safe,vihsd
"Day la 1 hinh thuc kinh doanh moi, day suc sang tao. Vua giai quyet nhu cau thoat hiem va PCCC, vua lam tang doanh thu cua mo hinh karaoke. Can dc nhan rong :)",safe,vihsd
BREADTALK là minh chứng cho câu nói trên :)),safe,vihsd
Link phim sex hay lắm,nsfw,manual_augmentation
Ngọc Ngô Võ Thùy Trang Thanh Vân Hieu Ngoc Le Trần Nga kkkk vì một toilet sạch sẽ kkkkk,safe,vihsd
"Khuyên ông nên đi xét nghiệm, tiểu đường, huyết áp, tuỵ gan, đục thuỹ tinh thể.",safe,vihsd
Tiếc ziêng Di trùng,safe,vihsd
Thứ thần kinh,hate,vihsd
Cô chữi linh lóc có đúng quá cô ơi là hay nhất trong lịch sử xem phim con chín tuổi rồi ạ,safe,vihsd
Khánh Vân trêu tí thôi đừng cáu nhé 😁😁,safe,vihsd
Như Quỳnh khổ ghia😌,safe,vihsd
Nghe mắc cười ghê 😂😂😂,safe,vihsd
Hơi giống,safe,vihsd
VN hãy Chung tay đấy lùi co ro na hãy cố lên VN ơi,safe,vihsd
ThanhHuy Nguyen vcl,toxic,vihsd
cho vang,safe,vihsd
Quỳnh Phạm 😝😝 chỉ cần e thương a,safe,vihsd
Tao sẽ giết mày,violence,manual_augmentation
Thời gian có đợi thằng nào đâu,safe,vihsd
Địt mẹ mày ngu vcl,toxic,manual_augmentation
Tạ Đình Sơn cùng ý kiến :((,safe,vihsd
PhoBolsaTV bác lân cho em xin Facebook của Bác Dần đi...,safe,vihsd
Tin rằng Việt Nam chúng ta sẽ vượt qua bệnh dịch nhờ sự đoàn kết và nổ lực ❤,safe,vihsd
okela,safe,vihsd
Phương Thảo đi chưa ra gì ko,safe,vihsd
Xem porn đi anh,nsfw,manual_augmentation
Sài tiền âm phủ mang đời đúng roi  ta nói bê dê o vn ai cung xinh ai cung đẹp sao be de o tư bản no xấu ma no ao no nô banh xax sài tiền am phu mảng đời kkkkk,hate,vihsd
Hồi còn sống tôi cũng hay gáy to như anh độ các ông ạ,safe,vihsd
"Đức Hạnh ở Anh nó bắt tự cách ly, thế thì ở bên đấy chờ chết rồi mới đem xác về à?",safe,vihsd
hí anh em 🤣🤣,safe,vihsd
Mua giải là dễ,safe,vihsd
Mong thay co nhung giao an xin xo de em hoc hoi va ko lam ganh nang cho team nua😁,safe,vihsd
"Ad page này rất chi là ngu còn cố tỏ ra nguy hiểm, những bài nó đăng mang tính chất phản động, ngôn ngữ đả kích và khiêu khích, sáng nay còn poát bài để kêu toàn dân tham gia ctri chống Đảng và nhà nc việt nam kìa",hate,vihsd
Nghe ns chuyến này thầy đánh cko skt,safe,vihsd
Lâu lâu thầy đc pha quét sạch ghê hem đạika Vạn Phúc Huy,safe,vihsd
Wow troi oi 😱,safe,vihsd
Cà khịa vl,toxic,vihsd
"Bể manh rồi, cô vi làm quốc sư Trần dần be mảnh, ngài đã không cảnh báo trước khi cô vi hỏi thăm, làm dieu dung cơ đồ",safe,vihsd
Chết rồi ha mấy đứa,safe,vihsd
việc đéo gì phải nhường nhịn quyền lợi của mình bị xâm phạm mà,toxic,vihsd
Theo tôi cp sẽ nhập một mớ siêu xe để phục vụ công vụ. Sau khi thanh lý chỉ giá rẻ mạc....,safe,vihsd
Link sex của em đây anh ơi,nsfw,manual_augmentation
Vũ Ngọc Yến page anh tớ đây hahaa. Xem mấy vdeo trg page ý,safe,vihsd
Cảm động quá trời ơi !,safe,vihsd
Chỗ này ở đâu ấy ae nhỉ :v,safe,vihsd
Đợi Đợi Đợi con cặc thích câu này v*l 😂,toxic,vihsd
Trần Huỳnh Như hổng mượn,safe,vihsd
Nguyễn Thịnh 6 múi luôn kìa,safe,vihsd
con mẹ mày chửi anh độ,hate,vihsd
Giang Thanh : hahah,safe,vihsd
Lily Trịnh vụt đè tứ quý há hốc mõm,safe,vihsd
Đm mày 2/5,toxic,vihsd
Đánh chết mày bây giờ,violence,manual_augmentation
Mi Uri bịt bọc cẩn thận nha mậy.,safe,vihsd
"đợi nhau dậy rồi rủ đi đánh nhau với mấy con chó nhà hàng xóm thôi, trông nom đíu gì",safe,vihsd
Ong Lân ôi ong xảm quá hi,toxic,vihsd
Review đề thi toán chiều nay : phòng thi nóng vcc đc cái giám thị xinh và đề cx dễ( hơn năm ngoái ) nên cx khá ok,toxic,vihsd
Cảm ơn chị kế toán Loan Phương,safe,vihsd
Lại phải nghỉ học:((,safe,vihsd
Coi vid lúc nữa đêm nữa hôm :) nổi đau này ai thấu🙃,safe,vihsd
Nghe nói c Nhung là con chủ tịch Linh Sarang,safe,vihsd
An noi mat dai,toxic,vihsd
Nhin mat con mu nay giong lu tau khua,hate,vihsd
"Đề nghị Anh Dần hát lại bài Cớ sao buồn này Kim ! Rất nhiều người hâm mộ,tôi sẽ lo bản quyền tác giả !!!!!!!!!!!!!!",safe,vihsd
Tôi cmt dạo được 10 tuần🥶,safe,vihsd
"cũng đúng vì giáo trình của vn mức độ khó hơn nước ngoài nhưng tiếc là khi làm thực tế thì chẳng được bao nhiu. 12 năm đèn sách, 5 năm đại học ra trường ko có tiền ko có quan hệ thì cũng thất nghiệp.",toxic,vihsd
Anh đánh máy giỏi thật! Dám biến đường đường là chủ tịch của một thành phố thủ đô trở thành tên nói láo! Tiên sư anh đánh máy!,hate,vihsd
Trên đời này sao có cái loại con người như con nhỏ này....đúng là khẩu nghiệp,hate,vihsd
Game j v thầy,safe,vihsd
Chúc mừng thầy nhaaaa dấu bé ba,safe,vihsd
Hoàn Đình dịch vọng :)),safe,vihsd
Má trang hay là má trang hả a ơiiiiiiii 🤣🤣🤣🤣🤣,safe,vihsd
1:49:00 =)))),safe,vihsd
Ông chủ đầm tôm có quả đầu chất đới 🤣,safe,vihsd
"chuẩn r, nước ngoài cũng có chuyện như thế này mà chẳng ai nói, ở VN chạy xe ko theo luật còn làm càn",safe,vihsd
Her,safe,vihsd
Cái đó là động lực để ổng thắng á,safe,vihsd
Thanh Trẻ Trâu,safe,vihsd
Minhh Khuê có bà ở trong đó k :vv,safe,vihsd
Mạng VNPT lag mình cũng ko xem đc,safe,vihsd
Anh  chau chẹt voi nhe,safe,vihsd
Nhị Thắng Chó Said: giận cá chém thớt mạiiii ><,safe,vihsd
Ông này bị bệnh như vậy lâu chưa ta? Kkkk,safe,vihsd
sói lên ngôi,safe,vihsd
TRUNG QUỐC LÀ 1 BẬC THẦY VỀ HỐI LỘ. :))),hate,vihsd
Cái con này nó chết cũng không sửa đổi,hate,vihsd
Lên giường chịch nhau đi,nsfw,manual_augmentation
Đũng là đ có trải nghiệm riêng nên rất khó 🙂,toxic,vihsd
"Con fan mới:""cái con mất dại cái con trâu xanh""cô hay quá",safe,vihsd
Thế ông ad có biết một loạt phóng tên lửa (loại tên lửa hệ Ca-chiu-sa) để dọn bãi tốn bn xiền ko? Một loạt của một xe có khi đã cỡ trăm triệu (hay cả tỷ).,safe,vihsd
😂 cười i a ?,safe,vihsd
Anh Thi rồi đi uống cfe mình ên bao quán luôn :)) Chứ làm gì có ai dám lại gần.,safe,vihsd
Chơi fb đi con chó để ng dân thấy bản mặt thật của mày thằng chó,hate,vihsd
Mất dương chỉ,safe,vihsd
Lan Anh a cũng hay thả hoa cho e đọ~,safe,vihsd
Tuyên Tuyên hủy lịch ăn nhậu đi xem phim nè mài,safe,vihsd
Bọn bạn sau khi tỉnh,safe,vihsd
"Nói thì nói vậy thôi, chứ ra ngoài tụi nó cũng xoay mình như chong chong hà, nói sách vở tụi nó cũng thua",safe,vihsd
Hihi minh xem cuoi be bung.,safe,vihsd
Cực kỳ thuyết phục🙂,safe,vihsd
👍👍👍👍,safe,vihsd
Sợ lắm ông giáo ạ 😁,safe,vihsd
Toi mệt 🙂,safe,vihsd
Nguyễn Trọng Thái ong giám bảo anh tôi sai à ? Sai cc đéo sai 😆,hate,vihsd
Củng là cháu của ba tu bán chao lòng cháo quyét hahaha dm chi ba bong ỏ gân kho mìn nô banh nhà lòng luon haha,safe,vihsd
Cảm ơn clip của ANH LÂN,safe,vihsd
"Có cc,t là bẩm sinh r :v",safe,vihsd
Quả nhạc dell hợp lý tí nào :v,safe,vihsd
Kevin Song cứ trung thu là lại gia tăng dân số:),safe,vihsd
Ơi cô em cái miệt dzường,safe,vihsd
nổ quá bà ơi... bà nổ quá con cháu bà...ra đường ăn xin đó,hate,vihsd
Sống chậm thui các bro =)),safe,vihsd
Treo cổ cho xong,suicide,manual_augmentation
Em nghĩ là mùa sau nên đẩy line-up này vào ạ =))))))))))))),safe,vihsd
Truyền diễn rất thành công,safe,vihsd
+ sản đã làm cho nhân dân bị bệnh kiệt kháng ( sida ) hết rồi.,hate,vihsd
NT Lý trend nha bạn iuuuuu,safe,vihsd
hélu,safe,vihsd
Loan Mai Ly ứng tuyển đăng kí đi chị 🤣,safe,vihsd
"Tôi không nghe, tôi không thays",safe,vihsd
Bò viên và panda ko thích điều này,safe,vihsd
Sao chị k chửi Linh Lóc,safe,vihsd
I love you chu cà mo . Là cho mò cu đó trời mc minh tuân còn lập lại nữa hahaahha,safe,vihsd
Nguyễn Khánh Huyền mình đi trước trend đoooó,safe,vihsd
"Từ hồi Dần idol ra video chửi th Hai Zụ, t bỏ Paris by night luôn",safe,vihsd
Linh Chi vừa nghe beat và lời đã không ăn nhập rồi các bài kia nghe một lần đã thấy ok mún nghe lần nữa còn bài này nghe cố lắm chỉ được một phút xong là tắt luôn,safe,vihsd
du học sinh úc đâí 🤣🤣,safe,vihsd
Nguyễn Hữu Đạt kut len top,safe,vihsd
Toàn những ông vua k ngai nhưng đầy quyền lực và đặc biệt rất giàu..,safe,vihsd
Đú trend 🤣🤣🤣,safe,vihsd
Chị Trang a,safe,vihsd
Sự trùng hợp ngẫu nhiên,safe,vihsd
:))))) nay thi doc quyen :V d' cho tu nhan tham gia om chet me chung m di :v de dan ganh d gi,toxic,vihsd
Nguyễn Như Quỳnh haha,safe,vihsd
Mấy thằng k chịu tìm hiểu đọc được cái tít cắt xén của thằng ad rồi vào sủa :) bây giờ cmay thích đánh TQ nhưng thằng nào dám ra mặt trận hay chỉ ngồi nhà gõ phím cho sướng tay ? Ai cũng ghét TQ nhưng cắt đứt với nó nước mình được lợi gì? Ở thế trung lập không theo nước nào mà cũng không quay lưng với nước nào há chẳng phải là kế sách đối ngoại khôn ngoan?,hate,vihsd
Tao sẽ bắn vỡ đầu mày,violence,manual_augmentation
Bú l ngọc Trinh sẽ tinh,hate,vihsd
